investor_uuid,investor_name,num_investments_2013,annualised_investments_2013,percent_250m_success,percent_100m_success,percent_25m_success,categories_broad,categories_broad_count,categories_specific,categories_specific_count,focus_classification,outlier_score,outlier_bucket,investing_experience
0812e67e-d94d-27e0-8112-8f63c7337271,HAX,113,9.416666666666666,0.0,0.0,0.8849557522123894,"Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Hardware, Mobile, Other, Science and Engineering, Software, Consumer Electronics, Sports, Internet Services, Manufacturing, Health Care, Apps, Biotechnology, Platforms, Clothing and Apparel, Design, Media and Entertainment, Food and Beverage, Travel and Tourism, Professional Services, Transportation, Content and Publishing, Commerce and Shopping, Information Technology, Sales and Marketing, Energy, Navigation and Mapping, Privacy and Security, Real Estate, Administrative Services, Agriculture and Farming, Financial Services, Community and Lifestyle, Education, Sustainability, Gaming, Natural Resources, Blockchain and Cryptocurrency",40,"Artificial Intelligence (AI), Beauty, Consumer, Hardware, Mobile, Robotics, Software, Sports, Wearables, Consumer Electronics, Internet of Things, Lighting, Manufacturing, Fitness, Health Care, Electronics, iOS, Mobile Apps, Personal Health, Quantified Self, Fashion, Advanced Materials, Developer Platform, Digital Entertainment, Medical, Android, Health Diagnostics, 3D Printing, Textiles, Consumer Goods, Food and Beverage, Hospitality, Wine And Spirits, Computer, Drone Management, Drones, Management Consulting, Medical Device, Apps, Automotive, Internet, Shipping, Photography, Retail Technology, Sales Automation, Electrical Distribution, Telecommunications, Computer Vision, Energy Management, Energy Storage, Biotechnology, 3D Technology, Printing, Machine Learning, Navigation, Hospital, Sensor, Information Technology, Therapeutics, Property Management, Security, Mental Health, Precision Medicine, Psychology, Brewing, Coffee, Service Industry, Autonomous Vehicles, Delivery, Biometrics, Product Design, Eyewear, mHealth, PaaS, Agriculture, Farming, Industrial Automation, Big Data, Database, Delivery Service, Enterprise, Analytics, InsurTech, Real Time, Smart Home, Child Care, Family, Parenting, Industrial, Women's, Railroad, Transportation, E-Commerce, Apparel, Fertility, E-Learning, EdTech, Education, Primary Education, Subscription Service, Wireless, Energy Efficiency, Green Building, Real Estate, Smart Building, Sustainability, Laundry and Dry-cleaning, AgTech, Construction, Catering, Restaurants, Console Games, Gaming, Video Games, Test and Measurement, Baby, Information Services, Oncology, Battery, Electric Vehicle, Energy, Warehouse Automation, Warehousing, Physical Security, Environmental Engineering, Oil and Gas, Renewable Energy, Wellness, Clean Energy, CleanTech, Marketing, Building Material, Semiconductor, Machinery Manufacturing, Solar, Logistics, Mining, Waste Management, Power Grid, Data Storage, Digital Media, Augmented Reality, Blockchain, eSports, Telehealth, Virtual Reality, Home Health Care, Life Science, Nuclear, Electronic Design Automation (EDA)",150,Universalist,0.0442477876106194,L1,11
6f618ed3-037d-427b-9d85-deca827d6dfb,Nadav Ben-Chanoch,68,5.666666666666667,0.0,0.0,1.4705882352941175,"Education, Software, Commerce and Shopping, Consumer Goods, Transportation, Information Technology, Sales and Marketing, Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Hardware, Privacy and Security, Food and Beverage, Administrative Services, Real Estate, Consumer Electronics, Other, Internet Services, Professional Services, Design, Apps, Media and Entertainment, Community and Lifestyle, Blockchain and Cryptocurrency, Lending and Investments, Payments, Gaming, Sustainability, Sports, Clothing and Apparel, Mobile, Advertising, Events, Content and Publishing, Video, Travel and Tourism, Biotechnology",39,"E-Learning, EdTech, Education, Software, E-Commerce, Furniture, Shipping, Digital Marketing, Sales Automation, Artificial Intelligence (AI), Health Care, Health Diagnostics, Health Insurance, Predictive Analytics, Robotics, Security, Information Technology, Medical, Productivity Tools, Consumer Goods, Food Processing, Snack Food, Food Delivery, Construction, Delivery, Delivery Service, Logistics, Same Day Delivery, Supply Chain Management, Computer, Software Engineering, Consumer, Dental, Wellness, Online Portals, Career Planning, Personal Development, Professional Services, Finance, Financial Services, FinTech, Internet of Things, Marketing, Analytics, Enterprise Software, Product Design, Product Management, SaaS, UX Design, Building Maintenance, Marketplace, Apps, Content, Professional Networking, Recruiting, Internet, Machine Learning, Marketing Automation, Child Care, Legal Tech, Social Shopping, Food and Beverage, Meat and Poultry, Nutrition, Recipes, Electronics, Social Media, Data Center Automation, E-Commerce Platforms, Banking, Cryptocurrency, Blockchain, Gaming, Human Resources, Virtual Workforce, Green Consumer Goods, GreenTech, Packaging Services, Recycling, Sustainability, PaaS, Payments, Social Network, Sports, Shopping, Social Media Marketing, Customer Service, Fashion, Retail Technology, Secondhand Goods, Mobile Apps, Pet, QR Codes, Real Estate, Real Estate Brokerage, Cloud Management, Identity Management, IT Management, Advertising, Digital Entertainment, Data Visualization, Business Intelligence, Events, Developer APIs, Ethereum, Web3, Collectibles, Video Streaming, Non-Fungible Token (NFT), Enterprise, Consulting, Content Creators, Event Promotion, Travel, Credit, Lending, Advice, Commercial Real Estate, Real Estate Investment, 3D Technology, Generative AI, Rental Property, Mobile Payments, Virtual Currency, Neuroscience, Wearables",126,Universalist,0.0735294117647058,L1,11
5941d68d-3ba5-fcc7-57bb-bd4ccacf02a3,Hustle Fund,123,10.25,0.0,0.8130081300813009,0.0,"Community and Lifestyle, Internet Services, Software, Professional Services, Travel and Tourism, Administrative Services, Other, Real Estate, Financial Services, Information Technology, Consumer Goods, Apps, Blockchain and Cryptocurrency, Payments, Health Care, Mobile, Messaging and Telecommunications, Lending and Investments, Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Hardware, Transportation, Events, Food and Beverage, Media and Entertainment, Education, Navigation and Mapping, Artificial Intelligence (AI), Science and Engineering, Platforms, Privacy and Security, Manufacturing, Sports, Agriculture and Farming, Sales and Marketing, Music and Audio, Energy, Natural Resources, Sustainability, Gaming",42,"Internet, Pet, Software, Legal, Travel, Architecture, Collaboration, Enterprise Resource Planning (ERP), Enterprise Software, Project Management, Task Management, Financial Services, FinTech, Personal Finance, Information Technology, IT Infrastructure, IT Management, Technical Support, Commercial Real Estate, Construction, Furniture, Home Decor, Apps, Blockchain, Cryptocurrency, Ethereum, Consulting, Health Care, Health Insurance, Home Health Care, Medical, mHealth, Personal Health, Communities, Legal Tech, Human Resources, SaaS, Virtual Workforce, Real Estate, Rehabilitation, Wellness, Compliance, Document Management, Messaging, Unified Communications, Credit, Lending, Mobile Payments, Business Intelligence, E-Commerce, Fashion, Retail, Retail Technology, Supply Chain Management, Event Management, Restaurants, Advice, Content, Generation Z, Mobile Apps, Teenagers, Child Care, Children, Education, 3D Technology, Mapping Services, Artificial Intelligence (AI), Machine Learning, B2B, Analytics, Big Data, iOS, Accounting, Bitcoin, Financial Exchanges, Virtual Currency, Intelligent Systems, Intrusion Detection, Physical Security, Security, Information Services, Banking, Consumer, Commercial Insurance, Computer Vision, Industrial, Insurance, InsurTech, Internet of Things, Business Development, Professional Networking, Sports, Training, Food Delivery, Grocery, Organic Food, Wholesale, Media and Entertainment, Cloud Data Services, Data Integration, Database, Finance, Animal Feed, Livestock, Content Creators, Content Marketing, Social Media, Business Information Systems, Productivity Tools, Continuing Education, E-Learning, Marketing, Data Center Automation, Audio, Lead Management, Sales, Credit Cards, Payments, Small and Medium Businesses, Professional Services, Natural Language Processing, EdTech, Logistics, Online Portals, Energy, Solar, Corporate Training, Home Improvement, Cloud Computing, Developer Tools, Transaction Processing, Gaming, Robotics, Simulation, Social Network, Data Management, Sustainability, Billing, Developer APIs, Digital Entertainment, Music, Cloud Security, Cyber Security, Privacy, Employment, Marketplace, Private Social Networking, Telecommunications, Web3, Wireless, Venture Capital, Alternative Medicine, Mobile, Real Estate Investment, Wealth Management, Funding Platform, Podcast, Apparel, B2C, Baby, Consumer Goods, Image Recognition, Product Search, Search Engine, Women's, Cloud Management",166,Universalist,0.0813008130081301,L1,9
9d11d829-645f-4ebe-bbd1-e84d1a0ddaf0,Pioneer Fund,339,28.25,0.0,0.8849557522123894,0.0,"Apps, Internet Services, Media and Entertainment, Mobile, Software, Hardware, Gaming, Sports, Education, Biotechnology, Health Care, Manufacturing, Science and Engineering, Commerce and Shopping, Energy, Financial Services, Natural Resources, Payments, Design, Sales and Marketing, Data and Analytics, Information Technology, Other, Real Estate, Artificial Intelligence (AI), Food and Beverage, Sustainability, Community and Lifestyle, Consumer Electronics, Professional Services, Messaging and Telecommunications, Lending and Investments, Clothing and Apparel, Travel and Tourism, Transportation, Administrative Services, Blockchain and Cryptocurrency, Privacy and Security, Government and Military, Consumer Goods, Content and Publishing, Music and Audio, Agriculture and Farming, Video, Events, Platforms, Navigation and Mapping",47,"Apps, Mobile Apps, Social Media, Software, Hardware, SaaS, eSports, Gaming, Video Games, E-Learning, EdTech, Education, Internet, Biotechnology, Genetics, Manufacturing, Mobile Payments, Oil and Gas, Point of Sale, Digital Marketing, E-Commerce, Web Design, Web Development, Analytics, Collaboration, Coworking, Information Technology, Grocery, Machine Learning, Predictive Analytics, Sales Automation, Waste Management, Cannabis, Therapeutics, Big Data, Computer, Medical, Pharmaceutical, Wellness, Recruiting, Training, B2B, Health Care, Hospital, Artificial Intelligence (AI), Messaging, Telecommunications, Marketplace, Trading Platform, Product Research, Information Services, Water, 3D Technology, Apparel, Augmented Reality, Fashion, Image Recognition, Retail Technology, Enterprise Software, Hospitality, Hotel, Productivity Tools, Marine Transportation, Transportation, Restaurants, Employment, Human Resources, Corporate Training, Online Portals, Commercial Insurance, Commercial Real Estate, Insurance, InsurTech, Real Estate, mHealth, Rehabilitation, Developer APIs, Fitness, Professional Services, Clinical Trials, Credit, Finance, Financial Services, FinTech, Generative AI, Baby, Blockchain, Cyber Security, Security, Energy, Energy Efficiency, Product Design, Retail, E-Commerce Platforms, Risk Management, Consumer Electronics, Robotics, Medical Device, Personal Health, Innovation Management, Organic, Sustainability, Banking, Developer Tools, Government, Health Diagnostics, Warehouse Automation, Food and Beverage, Life Science, CRM, Data Mining, Marketing, Shoes, Translation Service, Local, Angel Investment, Online Forums, Professional Networking, Publishing, Venture Capital, Food Processing, Payments, Ride Sharing, Travel, Biopharma, Precision Medicine, Digital Entertainment, Digital Media, Podcast, Small and Medium Businesses, Sensor, Agriculture, AgTech, Business Intelligence, Delivery, Health Insurance, Wholesale, Cloud Data Services, Carbon Capture, Renewable Energy, Semiconductor, Outpatient Care, Media and Entertainment, Video Streaming, Home Health Care, Events, Wedding, Real Time, Sales, Information and Communications Technology (ICT), Meeting Software, Video Conferencing, Internet of Things, Embedded Software, Metaverse, Consulting, Food Delivery, Beauty, Cosmetics, Women's, Graphic Design, UX Design, Gamification, Electric Vehicle, Identity Management, Privacy, Farming, Battery, Freight Service, Cryptocurrency, Fraud Detection, Intelligent Systems, Social Network, Subscription Service, Network Security, Space Travel, Mining, Mining Technology, Supply Chain Management, Funding Platform, Database, Aerospace, Video, Video Editing, Biometrics, Industrial Automation, Robotic Process Automation (RPA), Credit Cards, Legal Tech, Open Source, Fleet Management, Satellite Communication, Commercial Lending, Search Engine, GovTech, Market Research, Task Management, Online Games, PC Games, Virtual Reality, Prepaid Cards, Cloud Computing, Plastics and Rubber Manufacturing, Content, Environmental Engineering, Electronic Health Record (EHR), Business Development, Employee Benefits, Content Creators, News, Decentralized Finance (DeFi), Web3, Autonomous Vehicles, Accounting, Billing, Higher Education, Communities, Debt Collections, Logistics, Service Industry, Collectibles, CivicTech, Cloud Infrastructure, Personal Finance, Software Engineering, Architecture, Civil Engineering, Construction, Developer Platform, Audio, Mental Health, Mobile, Private Social Networking, Children, Recreation, Virtual Assistant, Marketing Automation, Operating Systems, Email Marketing, Scheduling, Social, Customer Service, Electronic Design Automation (EDA), Data Integration, Data Center Automation, Journalism, Natural Language Processing, Sales Enablement, Application Performance Management, SEO, Consumer, Compliance, Broadcasting, Data Visualization, Communications Infrastructure, Telehealth, Procurement, Machinery Manufacturing, Legal, Tax Preparation, Quantum Computing, Data Collection and Labeling, Speech Recognition, Chemical, Environmental Consulting, B2C, Geospatial, Industrial, PaaS, Consumer Research, Industrial Engineering",271,Universalist,0.0884955752212389,L1,11
a798a04e-9108-422b-a681-ea929969e6e2,Asymmetry Ventures,113,9.416666666666666,0.0,0.8849557522123894,0.0,"Biotechnology, Health Care, Science and Engineering, Apps, Data and Analytics, Internet Services, Mobile, Navigation and Mapping, Platforms, Real Estate, Software, Manufacturing, Information Technology, Media and Entertainment, Music and Audio, Blockchain and Cryptocurrency, Other, Artificial Intelligence (AI), Food and Beverage, Hardware, Sustainability, Transportation, Consumer Electronics, Gaming, Sports, Administrative Services, Commerce and Shopping, Privacy and Security, Consumer Goods, Agriculture and Farming, Design, Financial Services, Payments, Community and Lifestyle, Clothing and Apparel, Natural Resources, Education, Lending and Investments, Professional Services, Energy, Sales and Marketing, Travel and Tourism, Messaging and Telecommunications, Advertising",44,"Biotechnology, Medical Device, Android, Apps, iOS, Location Based Services, Mobile, PropTech, Real Estate, 3D Printing, Construction, Manufacturing, Mechanical Engineering, Software, Chemical, Audio, Cloud Data Services, Information Services, Information Technology, Application Performance Management, Blockchain, DevOps, Web Apps, Analytics, Artificial Intelligence (AI), Computer Vision, Food and Beverage, Supply Chain Management, Sustainability, Waste Management, Consumer Electronics, Internet of Things, Machine Learning, Open Source, Content Creators, eSports, Fantasy Sports, Gaming, Sports, Video Games, Medical, Therapeutics, Delivery, E-Commerce, Property Management, Robotics, Security, 3D Technology, Toys, Health Care, Emergency Medicine, Peer to Peer, Rental, Self-Storage, Warehousing, Agriculture, AgTech, Biopharma, Search Engine, Web Design, Gamification, Internet, Home and Garden, Product Research, Hardware, IT Management, Consumer Software, Fitness, Genetics, Developer Platform, Media and Entertainment, Mobile Apps, Mobile Payments, Social Network, Funerals, Apparel, Fashion, Industrial Automation, Textiles, Enterprise Applications, Facilities Support Services, Automotive, Autonomous Vehicles, Life Science, Mineral, Mining, Mining Technology, Health Diagnostics, Wellness, Ride Sharing, Sharing Economy, Transportation, Dental, Education, Food Delivery, Cryptocurrency, Financial Exchanges, Payments, Freelance, Software Engineering, Aerospace, Air Transportation, Clean Energy, Electric Vehicle, Fuel Cell, Natural Language Processing, Pharmaceutical, Marketplace, Real Estate Investment, Information and Communications Technology (ICT), B2B, Billing, Financial Services, SaaS, Energy, Infrastructure, Space Travel, Alternative Protein, Food Processing, Organic Food, Advanced Materials, Civil Engineering, Consumer Research, Consumer Reviews, Customer Service, Enterprise Software, FinTech, Freight Service, Shipping, Neuroscience, Wearables, Business Development, Consulting, Building Maintenance, Industrial, Landscaping, Machinery Manufacturing, Battery, Charging Infrastructure, Energy Storage, Rental Property, Energy Efficiency, Sensor, Water, Sex Tech, Document Management, Electronic Health Record (EHR), Human Resources, Insurance, InsurTech, Dating, Oncology, Brand Marketing, Renewable Energy, E-Commerce Platforms, Hospitality, Hotel, Tourism, Travel, Drones, Electronics, Credit Cards, Personal Finance, Wealth Management, Power Grid, Logistics, Delivery Service, Retail, Privacy, Property Development, Baby, Family, Parenting, Marine Transportation, Product Design, Identity Management, Recruiting, Banking, Fraud Detection, Home Renovation, Home Services, Residential, Semiconductor, Wireless, Finance, Telecommunications, Web3, Chatbot, Digital Entertainment, Generative AI, Child Care, Health Insurance, Life Insurance, Transaction Processing, Venture Capital, Email, Advertising Platforms, Digital Marketing",198,Universalist,0.0884955752212389,L1,11
fcd0c596-99b3-f0ea-588e-cdbb3c82cb88,New York Angels,106,8.833333333333334,0.0,0.9433962264150944,0.0,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Other, Software, Community and Lifestyle, Health Care, Hardware, Science and Engineering, Advertising, Internet Services, Sales and Marketing, Media and Entertainment, Consumer Electronics, Financial Services, Information Technology, Privacy and Security, Travel and Tourism, Apps, Content and Publishing, Mobile, Video, Biotechnology, Clothing and Apparel, Consumer Goods, Design, Commerce and Shopping, Food and Beverage, Education, Professional Services, Payments, Energy, Manufacturing, Transportation, Sustainability, Music and Audio, Social Impact, Sports, Real Estate, Natural Resources, Agriculture and Farming, Gaming, Events, Messaging and Telecommunications, Platforms, Government and Military, Lending and Investments, Blockchain and Cryptocurrency",48,"Analytics, Call Center, Machine Learning, Service Industry, Health Care, Wellness, Women's, 3D Technology, Artificial Intelligence (AI), Computer Vision, Developer APIs, Advertising, Advertising Platforms, Internet, Marketing, Social Media, Social Media Marketing, Computer, Financial Services, FinTech, Information Technology, Software, Personal Health, Network Security, Consumer Electronics, Therapeutics, Adventure Travel, Leisure, Search Engine, Tourism, Travel, Mobile Apps, Video Editing, Biotechnology, Health Diagnostics, Medical Device, Life Science, Medical, Beauty, Fashion, Lifestyle, E-Commerce, Publishing, Wine And Spirits, Consumer Goods, Sex Tech, Toys, Career Planning, E-Learning, EdTech, Education, Information Services, Billing, Payments, Electrical Distribution, Industrial Automation, Internet of Things, Logistics, Semantic Search, CleanTech, Tour Operator, Travel Agency, Food and Beverage, Manufacturing, Apparel, Men's, Retail, Music, Cloud Computing, Hospital, SaaS, Electronics, Semiconductor, Human Resources, Social Impact, Business Intelligence, Consumer Research, Market Research, Text Analytics, Content, Document Management, Neuroscience, Fitness, Mental Health, CRM, Enterprise Software, Real Estate, Clinical Trials, Infrastructure, Security, Smart Home, Water, Agriculture, Cannabis, Marketplace, Pet, Apps, Mobile, Photo Sharing, Knowledge Management, Gambling, Gaming, Video Games, Recruiting, Digital Entertainment, TV, Video, Wedding, Fantasy Sports, Sports, Predictive Analytics, Psychology, Construction, Industrial, Cloud Management, Cloud Storage, Developer Platform, Podcast, Big Data, Commercial Real Estate, Data Integration, Customer Service, Messaging, Natural Language Processing, Internet Radio, iOS, Media and Entertainment, eSports, Catering, Events, Hospitality, Restaurants, Public Safety, Subscription Service, Eyewear, Wearables, Chatbot, Personalization, Employment, Virtual Workforce, Digital Marketing, Digital Media, B2B, Stock Exchanges, Wholesale, Consumer, Automotive, Pharmaceutical, GovTech, Smart Cities, Transportation, Nutrition, Audio, Augmented Reality, Brand Marketing, Dietary Supplements, Veterinary, Business Travel, Procurement, Insurance, Life Insurance, Consulting, Nursing and Residential Care, Telehealth, Diabetes, Home Health Care, Employee Benefits, Finance, Health Insurance, InsurTech, Elder Care, mHealth, Dental, Blockchain, Communities, Web3, Child Care, Children, Console Games, Cyber Security, Content Discovery, Delivery, Application Performance Management, Data Visualization, Music Venues, Ticketing, Architecture, Funding Platform, Venture Capital",189,Universalist,0.0943396226415094,L1,11
4de9f548-cf7e-2ec9-a605-ce1197646abb,WndrCo,53,4.416666666666667,0.0,0.0,1.8867924528301887,"Community and Lifestyle, Education, Media and Entertainment, Hardware, Internet Services, Apps, Mobile, Software, Transportation, Consumer Electronics, Financial Services, Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Music and Audio, Other, Professional Services, Advertising, Sales and Marketing, Information Technology, Clothing and Apparel, Commerce and Shopping, Design, Events, Health Care, Gaming, Sports, Privacy and Security, Messaging and Telecommunications, Social Impact, Food and Beverage, Lending and Investments, Payments, Travel and Tourism, Blockchain and Cryptocurrency, Video, Real Estate",38,"Education, Edutainment, Parenting, Communities, Social Media, Telecommunications, Apps, Car Sharing, Mobile Apps, Mobile, Mobile Devices, Personal Finance, Artificial Intelligence (AI), Human Resources, Internet, Machine Learning, Music, Accounting, Bookkeeping and Payroll, Financial Services, FinTech, Professional Services, Software, Advertising, Augmented Reality, Marketing, Analytics, Information Services, Web Apps, Audio, Audiobooks, Content Marketing, Media and Entertainment, Podcast, E-Commerce, Fashion, Wedding, Health Care, Wellness, Cloud Storage, Collaboration, Content, Digital Media, Productivity Tools, eSports, Sports, Video Games, Logistics, Supply Chain Management, Warehousing, Computer Vision, Security, Sensor, Email, Recruiting, Social Impact, Subscription Service, Food Delivery, Apparel, Retail, Retail Technology, Banking, Finance, Payments, SaaS, Transportation, Travel, Natural Language Processing, Content Creators, E-Learning, Psychology, B2B, B2C, Information Technology, Video Chat, Cryptocurrency, Social, Blockchain, Gaming, Metaverse, Generative AI, Video, Consulting, Loyalty Programs, Real Time, Video Conferencing, Food and Beverage, Interior Design, Restaurants, Developer APIs, Web3, Business Intelligence, Data Visualization, Database, Enterprise Software, Predictive Analytics, Text Analytics, Intelligent Systems",98,Universalist,0.0943396226415094,L1,10
dcdaae03-9e16-48ab-85d7-ed7ef9a0f11e,10X Capital,95,7.916666666666667,0.0,1.0526315789473684,0.0,"Education, Professional Services, Software, Commerce and Shopping, Food and Beverage, Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Administrative Services, Health Care, Apps, Mobile, Hardware, Clothing and Apparel, Community and Lifestyle, Design, Financial Services, Lending and Investments, Real Estate, Blockchain and Cryptocurrency, Internet Services, Media and Entertainment, Information Technology, Platforms, Messaging and Telecommunications, Manufacturing, Transportation, Content and Publishing, Video, Sales and Marketing, Payments, Social Impact, Consumer Goods, Sports, Consumer Electronics, Advertising, Gaming, Government and Military, Biotechnology, Travel and Tourism, Privacy and Security",42,"Corporate Training, Recruiting, Training, E-Learning, Education, Language Learning, Software, Food and Beverage, Food Processing, Organic Food, Retail, Artificial Intelligence (AI), B2B, Machine Learning, Health Care, Human Resources, Marketplace, Mobile Apps, Web Development, Virtual Reality, SaaS, Apparel, E-Commerce, Fashion, Lifestyle, Financial Services, FinTech, Impact Investing, PropTech, Real Estate, Art, Blockchain, Internet, Smart Contracts, Information Technology, iOS, Personal Finance, Meeting Software, Enterprise Software, Knowledge Management, Productivity Tools, Web Apps, Automotive, Electric Vehicle, Manufacturing, Transportation, Hardware, Messaging, Photo Sharing, Photography, Social Media, Video, Food Delivery, Marketing Automation, Point of Sale, Shopping, Consumer Software, Developer APIs, B2C, Digital Media, Mobile, Autonomous Vehicles, Robotics, Payments, Social Entrepreneurship, Medical, Consumer Goods, Supply Chain Management, IT Management, Delivery, Logistics, Retail Technology, Same Day Delivery, Shipping, Online Portals, Finance, Fitness, Wellness, Apps, Employee Benefits, Health Insurance, Insurance, InsurTech, Retirement, Catering, Cooking, Computer, Business Development, Advertising, Advertising Platforms, Marketing, Ride Sharing, Jewelry, Gaming, Metaverse, Virtual Goods, Web3, Communities, Social Network, Association, Big Data, Government, Non Profit, Nutrition, Biotechnology, Life Science, Pharmaceutical, Video Games, Credit, Information Services, Air Transportation, Electronics, Banking, Aerospace, Adventure Travel, Leisure, Search Engine, Travel, Semiconductor, Sensor, Grocery, Wholesale, Property Management, Wealth Management, Restaurants, Video Editing, Consumer Applications, Rental Property, Content, Content Discovery, Cryptocurrency, Lending, Personal Health, Cyber Security, Direct Marketing, Cosmetics, Service Industry, Credit Cards, LGBT, Analytics, Biopharma, Construction, Personal Development, Consumer, Telehealth, Subscription Service, Home Services, Fertility, Data Integration, Privacy",150,Universalist,0.1052631578947368,L1,11
cedd6a2d-2300-dc78-1509-e4091018c69e,Costanoa Ventures,45,3.75,0.0,0.0,2.2222222222222223,"Administrative Services, Education, Software, Navigation and Mapping, Science and Engineering, Data and Analytics, Information Technology, Manufacturing, Advertising, Other, Sales and Marketing, Agriculture and Farming, Artificial Intelligence (AI), Internet Services, Messaging and Telecommunications, Consumer Goods, Apps, Consumer Electronics, Hardware, Privacy and Security, Transportation, Financial Services, Professional Services, Real Estate, Health Care, Commerce and Shopping, Payments, Mobile, Lending and Investments, Blockchain and Cryptocurrency, Travel and Tourism",31,"Corporate Training, E-Learning, EdTech, Education, Higher Education, Human Resources, MOOC, SaaS, Software, Training, Aerospace, Navigation, Analytics, Enterprise Software, Industrial, Information Technology, Advertising, B2B, CRM, Marketing, Agriculture, AgTech, Farming, Artificial Intelligence (AI), Internet, Messaging, Social Media Advertising, Consumer Goods, Apps, Developer Platform, DevOps, PaaS, Computer, Cyber Security, Network Security, Security, 3D Technology, Autonomous Vehicles, Big Data, Machine Learning, Simulation, Data Center Automation, Information Services, Financial Services, Insurance, InsurTech, Cloud Management, Cloud Security, Commercial Real Estate, Recruiting, Health Care, Brand Marketing, E-Commerce, Retail, Retail Technology, Developer Tools, Web Development, Employment, Staffing Agency, FinTech, Payments, Cloud Computing, Enterprise, Finance, Business Information Systems, Business Intelligence, Cloud Data Services, Data Integration, Mobile Payments, Transaction Processing, Cloud Infrastructure, Banking, Mobile Apps, Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Social Network, E-Commerce Platforms, Web3, Janitorial Service, Software Engineering, Consumer Software, Home Services, Travel, Predictive Analytics",85,Universalist,0.1111111111111111,L1,11
7d116151-ecad-54d2-23cd-0d388ae298df,nvp capital,85,7.083333333333333,0.0,1.1764705882352942,0.0,"Apps, Community and Lifestyle, Education, Hardware, Software, Content and Publishing, Media and Entertainment, Music and Audio, Video, Health Care, Consumer Electronics, Data and Analytics, Financial Services, Information Technology, Lending and Investments, Other, Advertising, Clothing and Apparel, Commerce and Shopping, Design, Sales and Marketing, Sustainability, Internet Services, Artificial Intelligence (AI), Science and Engineering, Sports, Administrative Services, Gaming, Mobile, Professional Services, Social Impact, Payments, Real Estate, Transportation, Messaging and Telecommunications, Food and Beverage, Blockchain and Cryptocurrency, Privacy and Security",38,"Children, Consumer Applications, Education, Hardware, Parenting, Software, Content Delivery Network, Music, Video, Health Care, Apps, Computer, Test and Measurement, Banking, Higher Education, Hospital, Information Technology, Credit, Enterprise Software, FinTech, Lending, SaaS, Small and Medium Businesses, Advertising, E-Commerce, Fashion, Marketplace, Retail, Organic, Waste Management, Peer to Peer, Social Media, Social Network, Analytics, Internet of Things, Real Time, Cloud Computing, Cloud Infrastructure, Cloud Management, Private Cloud, Artificial Intelligence (AI), Lead Generation, Machine Learning, Sales Automation, Apparel, Fitness, Marketing, Sales, Gamification, Human Resources, Training, Data Integration, Database, Medical, Graphic Design, Online Forums, UX Design, Web Design, Mobile Apps, Professional Networking, Social, Pet, Finance, Financial Services, Non Profit, Internet, Consumer, Payments, Commercial Real Estate, Real Estate, Market Research, Recruiting, Employment, Mobile, Customer Service, Augmented Reality, Content Creators, Digital Marketing, Digital Media, Clinical Trials, Commercial, Open Source, Risk Management, B2B, CRM, Social CRM, Service Industry, Property Management, PropTech, Call Center, Media and Entertainment, Marketing Automation, Insurance, Wellness, Transportation, Business Development, Business Intelligence, Accounting, Messaging, Natural Language Processing, Computer Vision, Video Editing, Video Streaming, Corporate Training, Collaboration, Meeting Software, Supply Chain Management, Wholesale, Logistics, Construction, Project Management, PaaS, Grocery, Retail Technology, Elder Care, Fertility, Personal Health, Women's, Chemical, Podcast, InsurTech, Property Insurance, Image Recognition, Developer Tools, Quality Assurance, Robotics, 3D Technology, Enterprise Applications, Productivity Tools, Mental Health, Psychology, SMS, Audio, Health Insurance, Billing, Point of Sale, Big Data, Developer APIs, Personal Finance, Cryptocurrency, Security, Web3, Dental, Staffing Agency, Network Security, Legal Tech, Predictive Analytics",147,Universalist,0.1176470588235294,L1,11
